,playerid,web_name,element_type,now_cost,team,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,XGI_Weighted,XGC_Weighted,AttackOpp_pergame,DefenceOpp_pergame
59,87.0,Brierley,3.0,44.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
60,88.0,Collins,2.0,45.0,4.0,0.044,0.006,0.05,1.832,0.5737767697702798,2.210431591652,0.1105215795826,1.0511590422191528
61,89.0,Damsgaard,3.0,50.0,4.0,0.054000000000000006,0.162,0.21600000000000003,1.6600000000000001,0.5737767697702798,2.210431591652,0.477453223796832,0.9524694378186646
62,90.0,Dasilva,3.0,48.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
63,91.0,Flekken,1.0,44.0,4.0,0.0,0.002,0.002,1.7060000000000002,0.5737767697702798,2.210431591652,0.004420863183304,0.9788631692280975
64,94.0,Janelt,3.0,49.0,4.0,0.014000000000000002,0.054000000000000006,0.06799999999999999,1.436,0.5737767697702798,2.210431591652,0.150309348232336,0.8239434413901218
65,95.0,Jensen,3.0,53.0,4.0,0.0,0.1,0.1,0.534,0.5737767697702798,2.210431591652,0.2210431591652,0.3063967950573294
66,97.0,Konak,3.0,44.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
67,98.0,Lewis-Potter,3.0,50.0,4.0,0.236,0.21800000000000003,0.454,1.832,0.5737767697702798,2.210431591652,1.0035359426100081,1.0511590422191528
68,99.0,Mbeumo,3.0,78.0,4.0,0.386,0.21200000000000002,0.5980000000000001,1.832,0.5737767697702798,2.210431591652,1.3218380918078962,1.0511590422191528
