,playerid,web_name,element_type,now_cost,team,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,XGI_Weighted,XGC_Weighted,AttackOpp_pergame,DefenceOpp_pergame
69,101.0,Nørgaard,3.0,48.0,4.0,0.10800000000000001,0.024,0.13199999999999998,1.768,0.5737767697702798,2.210431591652,0.29177697009806397,1.0144373289538546
70,102.0,Onyeka,3.0,49.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
71,103.0,Peart-Harris,3.0,45.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
72,105.0,Roerslev,2.0,43.0,4.0,0.032,0.244,0.27599999999999997,1.78,0.5737767697702798,2.210431591652,0.6100791192959519,1.0213226501910981
73,106.0,Schade,3.0,51.0,4.0,0.11600000000000002,0.032,0.148,0.7060000000000001,0.5737767697702798,2.210431591652,0.327143875564496,0.4050863994578176
74,107.0,Thiago,4.0,59.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
75,108.0,Toney,4.0,73.0,4.0,0.0,0.0,0.0,0.0,0.5737767697702798,2.210431591652,0.0,0.0
76,110.0,Wissa,4.0,63.0,4.0,0.752,0.06200000000000001,0.8140000000000001,1.832,0.5737767697702798,2.210431591652,1.799291315604728,1.0511590422191528
77,111.0,Yarmoliuk,3.0,44.0,4.0,0.030000000000000006,0.014000000000000002,0.044,1.224,0.5737767697702798,2.210431591652,0.097258990032688,0.7023027661988225
78,113.0,Adingra,3.0,52.0,5.0,0.164,0.066,0.22999999999999998,0.57,0.6971128791053882,2.2839596766701336,0.5253107256341306,0.39735434109007123
79,114.0,Baker-Boaitey,3.0,45.0,5.0,0.0,0.0,0.0,0.0,0.6971128791053882,2.2839596766701336,0.0,0.0
80,115.0,Baleba,3.0,50.0,5.0,0.032,0.02,0.052000000000000005,1.052,0.6971128791053882,2.2839596766701336,0.11876590318684695,0.7333627488188684
