,playerid,web_name,element_type,now_cost,team,minutes_x,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,ExcludeDef,level_0,level_1,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,TeamID,OppTeam2,OppTeam,Teams.name,XGI_Weighted,XGC_Weighted,Minutes,AttackOpp_pergame,DefenceOpp_pergame
0,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.0,0.0
1,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0
2,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.0,0.0
3,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.0,0.0
4,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.0
5,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.0,0.0
6,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.0,0.0
7,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.0,0.0
8,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.0,0.0
9,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.0,0.0
10,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.0,0.0
11,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.0
12,1.0,Fábio Vieira,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.0,0.0
13,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.0,0.0
14,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0
15,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.0,0.0
16,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.0,0.0
17,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.0
18,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.0,0.0
19,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.0,0.0
20,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.0,0.0
21,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.0,0.0
22,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.0,0.0
23,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.0,0.0
24,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.0
25,2.0,G.Jesus,4.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.0,0.0
26,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.101989558545408,0.4962513080931341
27,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.14940320367956003,0.4652037285137891
28,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.05080968531203201,0.560584221133165
29,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.18359320000000004,0.18653921568627455
30,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.22125840000000002,0.29487914438502677
31,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.14085779270472001,0.5368549542237113
32,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.10911685572112002,0.5818365136120993
33,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.11371511763862402,0.73241082220878
34,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.15629036069052804,0.5432359200201496
35,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.14790565906348002,0.5228881301073617
36,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.14507825179086403,0.44121648760911886
37,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.09418340536164001,1.439040444541004
38,3.0,Gabriel,2.0,63.0,1.0,90.0,0.028000000000000004,0.03,0.05800000000000001,0.7180000000000001,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.12789244876928002,0.3293076779639368
39,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.6717243338680319,0.4658403644216886
40,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.98400041044124,0.4366954220310499
41,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.33464309981372803,0.5262308705344751
42,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,1.2091828,0.17510784313725491
43,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,1.4572535999999998,0.27680855614973265
44,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.92771856574488,0.5039557648283864
45,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.7186661876804801,0.546180794114979
46,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.7489512920336959,0.6875277077558742
47,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,1.029360651444512,0.5099456965091655
48,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.9741372717629201,0.49084484636819187
49,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.9555153824846562,0.4141781513210948
50,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.6203113939335599,1.3508541220343129
51,4.0,Havertz,4.0,78.0,1.0,71.8,0.324,0.05800000000000001,0.382,0.674,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.8423261281011201,0.3091272631583473
52,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.049236338608128004,0.4962513080931341
53,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.07212568453496,0.4652037285137891
54,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.024528813598912003,0.560584221133165
55,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.08863120000000001,0.18653921568627455
56,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.1068144,0.29487914438502677
57,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.06800031371952,0.5368549542237113
58,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.05267710276192001,0.5818365136120993
59,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.05489695334278401,0.73241082220878
60,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.07545051895404802,0.5432359200201496
61,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.07140273196168001,0.5228881301073617
62,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.07003777672662402,0.44121648760911886
63,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.04546785086424,1.439040444541004
64,6.0,J.Timber,2.0,56.0,1.0,90.0,0.008,0.02,0.028000000000000004,0.7180000000000001,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.06174118216448001,0.3293076779639368
65,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.0,0.006911578107146714
66,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0064791605642589
67,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.0,0.007807579681520403
68,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.0,0.0025980392156862747
69,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.004106951871657754
70,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.0,0.007477088498937483
71,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.0,0.008103572612981884
72,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.0,0.010200707830205848
73,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.0,0.007565959888860023
74,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,279,2444745,28,False,False,276,2025-03-09T16:30:00Z,0,False,False,1,,14,,[],4,3,116102,1,14,14.0,Man Utd,0.7282564486174953,2.55009757006,411.1666666666667,0.0,0.007282564486174953
75,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,267,2444733,27,False,False,264,2025-02-26T19:30:00Z,0,False,False,1,,16,,[],4,4,116090,1,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.0,0.006145076429096362
76,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Away,353,2444823,36,False,False,354,2025-05-10T14:00:00Z,0,False,False,1,,12,,[],4,5,116180,1,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.020042346024247967
77,7.0,Jorginho,3.0,47.0,1.0,3.0,0.0,0.0,0.0,0.01,N,Home,253,2444721,26,False,False,251,2025-02-22T15:00:00Z,0,False,False,19,,1,,[],2,4,116077,1,19,19.0,West Ham,0.45864579103612363,2.20504222016,410.25,0.0,0.004586457910361236
78,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Away,302,2444773,31,False,False,304,2025-04-05T14:00:00Z,0,False,False,1,,8,,[],4,3,116130,1,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.33410372626943996,0.3967245833502214
79,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,340,2444810,35,False,False,341,2025-05-03T14:00:00Z,0,False,False,3,,1,,[],3,4,116167,1,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.4894242879158,0.37190381638846093
80,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,1,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.16644552084976,0.44815507371927116
81,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Away,325,2444795,33,False,False,326,2025-04-19T14:00:00Z,0,False,False,1,,10,,[],4,2,116152,1,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.601426,0.14912745098039218
82,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Away,377,2444847,38,False,False,378,2025-05-25T15:00:00Z,0,False,False,1,,17,,[],4,2,116204,1,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.7248119999999999,0.2357390374331551
83,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,360,2444830,37,False,False,361,2025-05-18T14:00:00Z,0,False,False,15,,1,,[],3,4,116187,1,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.4614307002396,0.4291848798390116
84,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,1,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.3574517687416,0.46514506798516014
85,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,286,2444751,29,False,False,281,2025-03-16T13:30:00Z,0,False,False,6,,1,,[],4,4,116107,1,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.37251504054032,0.5855206294538158
86,9.0,Martinelli,3.0,66.0,1.0,57.2,0.13599999999999998,0.054000000000000006,0.19,0.5740000000000001,N,Home,309,2444781,32,False,False,311,2025-04-12T14:00:00Z,0,False,False,4,,1,,[],2,4,116137,1,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.51198566433104,0.4342860976205653
