,playerid,web_name,element_type,now_cost,team,minutes_x,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw,ExcludeDef,level_0,level_1,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id,TeamID,OppTeam2,OppTeam,Teams.name,XGI_Weighted,XGC_Weighted,Minutes,AttackOpp_pergame,DefenceOpp_pergame
546,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,351,2444821,36,False,False,352,2025-05-10T14:00:00Z,0,False,False,8,,9,,[],2,3,116178,9,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.0,0.0
547,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,9,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.0,0.0
548,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,310,2444780,32,False,False,312,2025-04-12T14:00:00Z,0,False,False,9,,3,,[],3,3,116138,9,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0
549,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,338,2444808,34,False,False,339,2025-04-26T14:00:00Z,0,False,False,9,,17,,[],3,2,116165,9,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.0
550,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,341,2444811,35,False,False,342,2025-05-03T14:00:00Z,0,False,False,9,,2,,[],3,3,116168,9,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.0,0.0
551,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,371,2444841,38,False,False,372,2025-05-25T15:00:00Z,0,False,False,13,,9,,[],4,3,116198,9,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.0,0.0
552,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,272,2444741,28,False,False,272,2025-03-08T15:00:00Z,0,False,False,9,,5,,[],3,3,116098,9,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.0,0.0
553,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,9,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.0,0.0
554,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,263,2444736,27,False,False,267,2025-02-25T19:30:00Z,0,False,False,9,,20,,[],3,2,116093,9,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.0,0.0
555,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,324,2444794,33,False,False,325,2025-04-19T14:00:00Z,0,False,False,6,,9,,[],4,3,116151,9,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.0,0.0
556,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,362,2444832,37,False,False,363,2025-05-18T14:00:00Z,0,False,False,9,,4,,[],3,3,116189,9,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.0,0.0
557,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,287,2444754,29,False,False,285,2025-03-16T13:30:00Z,0,False,False,18,,9,,[],3,3,116111,9,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.0,0.0
558,605.0,Godo,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,303,2444774,31,False,False,305,2025-04-05T14:00:00Z,0,False,False,12,,9,,[],5,3,116131,9,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.0
559,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,351,2444821,36,False,False,352,2025-05-10T14:00:00Z,0,False,False,8,,9,,[],2,3,116178,9,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.056270101266432,0.2612576524501458
560,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,9,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.028761658842496002,0.32529542624653895
561,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,310,2444780,32,False,False,312,2025-04-12T14:00:00Z,0,False,False,9,,3,,[],3,3,116138,9,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.08242935375424,0.24491226932898644
562,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,338,2444808,34,False,False,339,2025-04-26T14:00:00Z,0,False,False,9,,17,,[],3,2,116165,9,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.12207359999999999,0.1552427807486631
563,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,341,2444811,35,False,False,342,2025-05-03T14:00:00Z,0,False,False,9,,2,,[],3,3,116168,9,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.07902765132288,0.2298231772799965
564,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,371,2444841,38,False,False,372,2025-05-25T15:00:00Z,0,False,False,13,,9,,[],4,3,116198,9,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.04872840075264,0.48191153758800187
565,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,272,2444741,28,False,False,272,2025-03-08T15:00:00Z,0,False,False,9,,5,,[],3,3,116098,9,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.060756060913919996,0.258752017522255
566,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,9,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.060202403156480004,0.3063150447707152
567,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,263,2444736,27,False,False,267,2025-02-25T19:30:00Z,0,False,False,9,,20,,[],3,2,116093,9,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.087122806426368,0.1967081577379503
568,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,324,2444794,33,False,False,325,2025-04-19T14:00:00Z,0,False,False,6,,9,,[],4,3,116151,9,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.062739375248896,0.38558675598178105
569,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Away,362,2444832,37,False,False,363,2025-05-18T14:00:00Z,0,False,False,9,,4,,[],3,3,116189,9,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.08622916451891201,0.2859932837989088
570,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,287,2444754,29,False,False,285,2025-03-16T13:30:00Z,0,False,False,18,,9,,[],3,3,116111,9,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.069195071418368,0.2513012277256513
571,622.0,Berge,3.0,50.0,9.0,72.0,0.016,0.016,0.032,0.378,N,Home,303,2444774,31,False,False,305,2025-04-05T14:00:00Z,0,False,False,12,,9,,[],5,3,116131,9,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.05196325813055999,0.7576006797165731
572,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,351,2444821,36,False,False,352,2025-05-10T14:00:00Z,0,False,False,8,,9,,[],2,3,116178,9,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.0,0.0
573,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,9,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.0,0.0
574,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,310,2444780,32,False,False,312,2025-04-12T14:00:00Z,0,False,False,9,,3,,[],3,3,116138,9,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0
575,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,338,2444808,34,False,False,339,2025-04-26T14:00:00Z,0,False,False,9,,17,,[],3,2,116165,9,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.0
576,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,341,2444811,35,False,False,342,2025-05-03T14:00:00Z,0,False,False,9,,2,,[],3,3,116168,9,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.0,0.0
577,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,371,2444841,38,False,False,372,2025-05-25T15:00:00Z,0,False,False,13,,9,,[],4,3,116198,9,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.0,0.0
578,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,272,2444741,28,False,False,272,2025-03-08T15:00:00Z,0,False,False,9,,5,,[],3,3,116098,9,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.0,0.0
579,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,9,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.0,0.0
580,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,263,2444736,27,False,False,267,2025-02-25T19:30:00Z,0,False,False,9,,20,,[],3,2,116093,9,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.0,0.0
581,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,324,2444794,33,False,False,325,2025-04-19T14:00:00Z,0,False,False,6,,9,,[],4,3,116151,9,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.0,0.0
582,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Away,362,2444832,37,False,False,363,2025-05-18T14:00:00Z,0,False,False,9,,4,,[],3,3,116189,9,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.0,0.0
583,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,287,2444754,29,False,False,285,2025-03-16T13:30:00Z,0,False,False,18,,9,,[],3,3,116111,9,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.0,0.0
584,753.0,Silva,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,N,Home,303,2444774,31,False,False,305,2025-04-05T14:00:00Z,0,False,False,12,,9,,[],5,3,116131,9,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.0
585,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,351,2444821,36,False,False,352,2025-05-10T14:00:00Z,0,False,False,8,,9,,[],2,3,116178,9,8,8.0,Everton,0.6911578107146714,1.7584406645759998,493.3333333333333,0.12309084652032,0.020734734321440143
586,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,289,2444761,30,False,False,291,2025-04-01T18:45:00Z,0,False,False,9,,1,,[],3,4,116117,9,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.06291612871796001,0.025817097321153882
587,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,310,2444780,32,False,False,312,2025-04-12T14:00:00Z,0,False,False,9,,3,,[],3,3,116138,9,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.1803142113374,0.0194374816927767
588,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,338,2444808,34,False,False,339,2025-04-26T14:00:00Z,0,False,False,9,,17,,[],3,2,116165,9,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.267036,0.012320855614973262
589,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,341,2444811,35,False,False,342,2025-05-03T14:00:00Z,0,False,False,9,,2,,[],3,3,116168,9,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.17287298726880002,0.018239934704761627
590,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,371,2444841,38,False,False,372,2025-05-25T15:00:00Z,0,False,False,13,,9,,[],4,3,116198,9,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.1065933766464,0.03824694742761919
591,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,272,2444741,28,False,False,272,2025-03-08T15:00:00Z,0,False,False,9,,5,,[],3,3,116098,9,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.1329038832492,0.020535874406528175
592,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,9,7,7.0,Crystal Palace,0.8103572612981883,1.88132509864,448.6363636363636,0.1316927569048,0.024310717838945648
593,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,263,2444736,27,False,False,267,2025-02-25T19:30:00Z,0,False,False,9,,20,,[],3,2,116093,9,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.19058113905767998,0.015611758550630976
594,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,324,2444794,33,False,False,325,2025-04-19T14:00:00Z,0,False,False,6,,9,,[],4,3,116151,9,6,6.0,Chelsea,1.0200707830205848,1.9606054765279999,447.0,0.13724238335696,0.030602123490617545
595,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Away,362,2444832,37,False,False,363,2025-05-18T14:00:00Z,0,False,False,9,,4,,[],3,3,116189,9,4,4.0,Brentford,0.7565959888860022,2.694661391216,411.6666666666667,0.18862629738512002,0.022697879666580066
596,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,287,2444754,29,False,False,285,2025-03-16T13:30:00Z,0,False,False,18,,9,,[],3,3,116111,9,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.15136421872768002,0.019944541882988196
597,772.0,Willian,3.0,50.0,9.0,1.0,0.0,0.07,0.07,0.03,N,Home,303,2444774,31,False,False,305,2025-04-05T14:00:00Z,0,False,False,12,,9,,[],5,3,116131,9,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.1136696271606,0.060127038072743895
598,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,7,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.075499354461552,0.12392206714153862
599,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,322,2444792,33,False,False,323,2025-04-19T14:00:00Z,0,False,False,3,,7,,[],3,3,116149,7,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.21637705360487997,0.09329991212532815
600,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,7,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.073586440796736,0.11242914741389379
601,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,273,2444743,28,False,False,274,2025-03-08T15:00:00Z,0,False,False,10,,7,,[],2,3,116100,7,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.26589359999999995,0.03741176470588235
602,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,297,2444769,30,False,False,300,2025-04-02T18:45:00Z,0,False,False,7,,17,,[],3,2,116126,7,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.32044319999999993,0.059140106951871656
603,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,262,2444732,27,False,False,263,2025-02-25T19:30:00Z,0,False,False,2,,7,,[],3,3,116089,7,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.20744758472256,0.0875516865828558
604,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,319,2444758,32,False,False,289,2025-04-16T18:30:00Z,0,False,False,7,,15,,[],3,4,116115,7,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.20400094115856,0.10767007438469975
605,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,314,2444785,32,False,False,316,2025-04-12T14:00:00Z,0,False,False,7,,13,,[],3,4,116142,7,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.12791205197567998,0.18358534765257212
606,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,301,2444772,31,False,False,303,2025-04-05T14:00:00Z,0,False,False,5,,7,,[],3,3,116129,7,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.15948465989903998,0.09857219715133522
607,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,365,2444835,37,False,False,366,2025-05-18T14:00:00Z,0,False,False,20,,7,,[],2,3,116192,7,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.22869736686921593,0.07493644104302868
608,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Home,345,2444815,35,False,False,346,2025-05-03T14:00:00Z,0,False,False,16,,7,,[],3,3,116172,7,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.210113330179872,0.08848910057898761
609,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,358,2444828,36,False,False,359,2025-05-10T14:00:00Z,0,False,False,7,,18,,[],3,3,116185,7,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.18163706247321598,0.09573380103834334
610,11.0,Nketiah,4.0,59.0,7.0,9.0,0.072,0.012,0.08399999999999999,0.144,N,Away,373,2444843,38,False,False,374,2025-05-25T15:00:00Z,0,False,False,7,,12,,[],3,5,116200,7,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.13640355259271997,0.2886097827491707
611,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,7,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.0,0.0
612,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,322,2444792,33,False,False,323,2025-04-19T14:00:00Z,0,False,False,3,,7,,[],3,3,116149,7,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.0,0.0
613,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,7,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.0,0.0
614,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,273,2444743,28,False,False,274,2025-03-08T15:00:00Z,0,False,False,10,,7,,[],2,3,116100,7,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.0,0.0
615,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,297,2444769,30,False,False,300,2025-04-02T18:45:00Z,0,False,False,7,,17,,[],3,2,116126,7,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.0,0.0
616,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,262,2444732,27,False,False,263,2025-02-25T19:30:00Z,0,False,False,2,,7,,[],3,3,116089,7,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.0,0.0
617,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,319,2444758,32,False,False,289,2025-04-16T18:30:00Z,0,False,False,7,,15,,[],3,4,116115,7,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.0,0.0
618,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,314,2444785,32,False,False,316,2025-04-12T14:00:00Z,0,False,False,7,,13,,[],3,4,116142,7,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.0,0.0
619,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,301,2444772,31,False,False,303,2025-04-05T14:00:00Z,0,False,False,5,,7,,[],3,3,116129,7,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.0,0.0
620,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,365,2444835,37,False,False,366,2025-05-18T14:00:00Z,0,False,False,20,,7,,[],2,3,116192,7,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.0,0.0
621,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Home,345,2444815,35,False,False,346,2025-05-03T14:00:00Z,0,False,False,16,,7,,[],3,3,116172,7,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.0,0.0
622,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,358,2444828,36,False,False,359,2025-05-10T14:00:00Z,0,False,False,7,,18,,[],3,3,116185,7,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.0,0.0
623,190.0,Ahamada,3.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,N,Away,373,2444843,38,False,False,374,2025-05-25T15:00:00Z,0,False,False,7,,12,,[],3,5,116200,7,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.0,0.0
624,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,330,2444801,34,False,False,331,2025-04-26T14:00:00Z,0,False,False,7,,1,,[],3,4,116157,7,1,1.0,Arsenal,0.8605699107051294,0.898801838828,444.54545454545456,0.0035952073553120003,0.1514603042841028
625,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,322,2444792,33,False,False,323,2025-04-19T14:00:00Z,0,False,False,3,,7,,[],3,3,116149,7,3,3.0,Bournemouth,0.64791605642589,2.57591730482,449.27272727272725,0.01030366921928,0.11403322593095663
626,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,255,2444724,26,False,False,255,2025-02-22T15:00:00Z,0,False,False,7,,9,,[],3,3,116081,7,9,9.0,Fulham,0.7807579681520402,0.876029057104,411.4166666666667,0.0035041162284160004,0.13741340239475908
627,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,273,2444743,28,False,False,274,2025-03-08T15:00:00Z,0,False,False,10,,7,,[],2,3,116100,7,10,10.0,Ipswich,0.25980392156862747,3.1654,406.6666666666667,0.0126616,0.04572549019607843
628,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,297,2444769,30,False,False,300,2025-04-02T18:45:00Z,0,False,False,7,,17,,[],3,2,116126,7,17,17.0,Southampton,0.4106951871657754,3.8147999999999995,448.09090909090907,0.015259199999999999,0.07228235294117646
629,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,262,2444732,27,False,False,263,2025-02-25T19:30:00Z,0,False,False,2,,7,,[],3,3,116089,7,2,2.0,Aston Villa,0.6079978234920542,2.46961410384,493.6666666666667,0.00987845641536,0.10700761693460153
630,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,319,2444758,32,False,False,289,2025-04-16T18:30:00Z,0,False,False,7,,15,,[],3,4,116115,7,15,15.0,Newcastle,0.7477088498937483,2.42858263284,448.6363636363636,0.00971433053136,0.13159675758129968
631,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,314,2444785,32,False,False,316,2025-04-12T14:00:00Z,0,False,False,7,,13,,[],3,4,116142,7,13,13.0,Man City,1.2748982475873065,1.52276252352,448.54545454545456,0.00609105009408,0.22438209157536593
632,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,301,2444772,31,False,False,303,2025-04-05T14:00:00Z,0,False,False,5,,7,,[],3,3,116129,7,5,5.0,Brighton,0.6845291468842725,1.8986269035599999,447.3636363636364,0.0075945076142399995,0.12047712985163195
633,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,365,2444835,37,False,False,366,2025-05-18T14:00:00Z,0,False,False,20,,7,,[],2,3,116192,7,20,20.0,Wolves,0.5203919516876993,2.7225877008239996,447.72727272727275,0.010890350803296,0.09158898349703506
634,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Home,345,2444815,35,False,False,346,2025-05-03T14:00:00Z,0,False,False,16,,7,,[],3,3,116172,7,16,16.0,Nott'm Forest,0.6145076429096362,2.5013491688080003,448.27272727272725,0.010005396675232002,0.10815334515209597
635,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,358,2444828,36,False,False,359,2025-05-10T14:00:00Z,0,False,False,7,,18,,[],3,3,116185,7,18,18.0,Spurs,0.6648180627662732,2.162345981824,411.6666666666667,0.008649383927296,0.11700797904686408
636,193.0,C.Doucouré,3.0,49.0,7.0,14.0,0.0,0.004,0.004,0.176,N,Away,373,2444843,38,False,False,374,2025-05-25T15:00:00Z,0,False,False,7,,12,,[],3,5,116200,7,12,12.0,Liverpool,2.0042346024247966,1.6238518165799998,690.2,0.006495407266319999,0.3527452900267642
